Numer zadania,Nazwa zadania,Numer pola,£azik,Czas wystawienia,Czas zrealizowania
74,restore_humidity,Field_19,Rover2,687.15,775.25
53,visit_scan,Field_23,Rover1,771.2,777.45
54,visit_scan,Field_17,Rover0,772.65,782.8
55,visit_scan,Field_13,Rover2,775.7,792.25
57,visit_scan,Field_2,Rover0,783.25,855.7
85,restore_humidity,Field_2,Rover0,861.2,867.8
56,visit_scan,Field_1,Rover1,777.9,870.15
60,visit_scan,Field_6,Rover0,868.25,873.95
61,visit_scan,Field_7,Rover1,870.6,876.6
88,restore_humidity,Field_6,Rover1,877.05,881.55
59,visit_scan,Field_0,Rover2,792.7,883.7
62,visit_scan,Field_3,Rover0,874.4,885
89,restore_humidity,Field_7,Rover1,882,887.95
64,visit_scan,Field_9,Rover0,885.45,892.1
65,visit_scan,Field_4,Rover1,888.4,897.05
63,visit_scan,Field_8,Rover2,884.15,967.15
94,restore_humidity,Field_9,Rover1,897.5,968.9
95,restore_humidity,Field_4,Rover2,967.6,975.05
66,visit_scan,Field_5,Rover0,892.55,976.85
69,visit_scan,Field_14,Rover0,977.3,984.15
67,visit_scan,Field_10,Rover1,969.35,986.45
68,visit_scan,Field_11,Rover2,975.5,990.6
71,visit_scan,Field_15,Rover1,986.9,992.45
101,restore_humidity,Field_14,Rover2,991.05,997.7
77,visit_scan,Field_16,Rover2,1067,1073.85
76,visit_scan,Field_18,Rover1,992.9,1075.25
70,visit_scan,Field_12,Rover0,984.6,1077.05
78,visit_scan,Field_21,Rover2,1074.3,1079.35
80,visit_scan,Field_22,Rover0,1077.5,1084.55
81,visit_scan,Field_19,Rover2,1079.8,1087.45
79,visit_scan,Field_20,Rover1,1075.7,1090
82,visit_scan,Field_23,Rover0,1085,1090.45
83,visit_scan,Field_17,Rover2,1087.9,1170.8
84,visit_scan,Field_13,Rover1,1090.85,1173.6
86,visit_scan,Field_2,Rover0,1090.9,1178
91,visit_scan,Field_0,Rover0,1178.45,1185.3
90,visit_scan,Field_6,Rover1,1174.05,1186.75
87,visit_scan,Field_1,Rover2,1171.25,1187.9
93,visit_scan,Field_7,Rover1,1187.2,1191.55
96,visit_scan,Field_8,Rover2,1188.35,1266.5
92,visit_scan,Field_3,Rover0,1185.75,1271.4
98,visit_scan,Field_4,Rover2,1266.95,1272.8
97,visit_scan,Field_9,Rover1,1192,1274.3
120,restore_humidity,Field_8,Rover0,1271.85,1278.05
102,visit_scan,Field_11,Rover0,1278.5,1286.55
99,visit_scan,Field_5,Rover2,1273.25,1290.35
103,visit_scan,Field_15,Rover0,1287,1291.65
100,visit_scan,Field_10,Rover1,1274.75,1293.85
104,visit_scan,Field_14,Rover0,1292.1,1355.4
125,restore_humidity,Field_11,Rover2,1290.8,1368.75
105,visit_scan,Field_16,Rover1,1294.3,1374.35
131,restore_humidity,Field_16,Rover1,1374.8,1376.3
107,visit_scan,Field_12,Rover2,1369.2,1379.95
108,visit_scan,Field_21,Rover1,1376.75,1381.25
106,visit_scan,Field_18,Rover0,1360.9,1384.85
109,visit_scan,Field_22,Rover2,1380.4,1389
110,visit_scan,Field_19,Rover1,1381.7,1390.3
112,visit_scan,Field_23,Rover2,1389.45,1394.1
114,visit_scan,Field_13,Rover2,1394.55,1466.8
111,visit_scan,Field_20,Rover0,1385.3,1469.5
113,visit_scan,Field_17,Rover1,1390.75,1472.75
115,visit_scan,Field_2,Rover2,1467.25,1478.85
118,visit_scan,Field_6,Rover2,1479.3,1484.35
117,visit_scan,Field_1,Rover1,1473.2,1487.1
119,visit_scan,Field_7,Rover2,1484.8,1489
122,visit_scan,Field_4,Rover2,1489.45,1559.05
121,visit_scan,Field_3,Rover1,1487.55,1561
123,visit_scan,Field_9,Rover2,1559.5,1563.9
124,visit_scan,Field_8,Rover1,1561.45,1565.95
126,visit_scan,Field_5,Rover2,1564.35,1578.3
127,visit_scan,Field_15,Rover1,1566.4,1579.45
128,visit_scan,Field_10,Rover2,1578.75,1583.4
129,visit_scan,Field_14,Rover1,1579.9,1584.55
130,visit_scan,Field_11,Rover2,1583.85,1588.2
132,visit_scan,Field_16,Rover1,1585,1592.6
152,restore_humidity,Field_10,Rover2,1588.65,1662.65
133,visit_scan,Field_12,Rover1,1593.05,1664.95
135,visit_scan,Field_18,Rover1,1665.4,1670.45
134,visit_scan,Field_21,Rover2,1663.1,1674.3
136,visit_scan,Field_22,Rover1,1670.9,1676.75
160,restore_humidity,Field_22,Rover1,1677.2,1678.75
138,visit_scan,Field_23,Rover1,1679.2,1682.6
137,visit_scan,Field_19,Rover2,1674.75,1684.65
139,visit_scan,Field_13,Rover1,1683.05,1691.2
162,restore_humidity,Field_23,Rover2,1685.1,1752.5
140,visit_scan,Field_20,Rover1,1691.65,1757.25
141,visit_scan,Field_17,Rover2,1752.95,1758.5
166,restore_humidity,Field_20,Rover2,1758.95,1767.5
143,visit_scan,Field_6,Rover2,1767.95,1824.45
142,visit_scan,Field_2,Rover1,1757.7,1826.1
144,visit_scan,Field_1,Rover2,1824.9,1829.7
145,visit_scan,Field_7,Rover1,1826.55,1831.05
171,restore_humidity,Field_1,Rover1,1831.5,1837.1
146,visit_scan,Field_4,Rover2,1830.15,1842.55
148,visit_scan,Field_9,Rover2,1843,1897.9
147,visit_scan,Field_3,Rover1,1837.55,1900.35
149,visit_scan,Field_8,Rover2,1898.35,1902.6
150,visit_scan,Field_5,Rover1,1900.8,1912.35
178,restore_humidity,Field_5,Rover1,1912.8,1914.3
151,visit_scan,Field_15,Rover2,1903.05,1916.5
154,visit_scan,Field_11,Rover2,1916.95,1921.1
153,visit_scan,Field_14,Rover1,1914.75,1923.65
180,restore_humidity,Field_15,Rover2,1921.55,1926.7
156,visit_scan,Field_10,Rover2,1927.15,2020.05
155,visit_scan,Field_16,Rover1,1924.1,2022.55
158,visit_scan,Field_18,Rover1,2023,2030
157,visit_scan,Field_12,Rover2,2020.5,2032.8
159,visit_scan,Field_21,Rover1,2030.45,2038.85
161,visit_scan,Field_22,Rover2,2033.25,2040.9
186,restore_humidity,Field_12,Rover1,2039.3,2048.65
164,visit_scan,Field_13,Rover1,2049.1,2053.05
163,visit_scan,Field_19,Rover2,2041.35,2162.65
165,visit_scan,Field_23,Rover1,2053.5,2165.15
167,visit_scan,Field_17,Rover2,2163.1,2174.5
168,visit_scan,Field_20,Rover1,2165.6,2176.85
169,visit_scan,Field_6,Rover2,2174.95,2186.45
172,visit_scan,Field_7,Rover2,2186.9,2190.6
170,visit_scan,Field_2,Rover1,2177.3,2194.45
173,visit_scan,Field_1,Rover2,2191.05,2197.2
174,visit_scan,Field_4,Rover1,2194.9,2295.65
176,visit_scan,Field_3,Rover1,2296.1,2299.5
175,visit_scan,Field_9,Rover2,2197.65,2301.05
177,visit_scan,Field_8,Rover1,2299.95,2304.75
181,visit_scan,Field_11,Rover1,2305.2,2314.9
179,visit_scan,Field_5,Rover2,2301.5,2316.5
182,visit_scan,Field_14,Rover1,2315.35,2321.5
183,visit_scan,Field_15,Rover2,2316.95,2325.5
184,visit_scan,Field_10,Rover1,2321.95,2326.6
185,visit_scan,Field_16,Rover2,2325.95,2330.45
188,visit_scan,Field_21,Rover2,2330.9,2391.05
189,visit_scan,Field_22,Rover2,2391.5,2395.2
210,restore_humidity,Field_21,Rover2,2395.65,2399.85
187,visit_scan,Field_18,Rover1,2327.05,2402.6
191,visit_scan,Field_13,Rover1,2403.05,2406.75
190,visit_scan,Field_12,Rover2,2400.3,2409.6
213,restore_humidity,Field_18,Rover1,2407.2,2412.35
214,restore_humidity,Field_13,Rover2,2410.05,2416.6
193,visit_scan,Field_23,Rover2,2417.05,2424.2
194,visit_scan,Field_17,Rover2,2424.65,2481.75
192,visit_scan,Field_19,Rover1,2412.8,2486.8
195,visit_scan,Field_20,Rover2,2482.2,2490.7
196,visit_scan,Field_6,Rover1,2487.25,2498.95
198,visit_scan,Field_1,Rover1,2499.4,2551.45
197,visit_scan,Field_7,Rover2,2491.15,2553
222,restore_humidity,Field_6,Rover1,2551.9,2557.05
199,visit_scan,Field_2,Rover2,2553.45,2558.9
201,visit_scan,Field_3,Rover2,2559.35,2563.05
202,visit_scan,Field_9,Rover2,2563.5,2568.7
200,visit_scan,Field_4,Rover1,2557.5,2570.75
203,visit_scan,Field_8,Rover2,2569.15,2573.55
205,visit_scan,Field_5,Rover2,2574,2637.95
204,visit_scan,Field_11,Rover1,2571.2,2640.85
207,visit_scan,Field_15,Rover1,2641.3,2645
206,visit_scan,Field_14,Rover2,2638.4,2646.95
208,visit_scan,Field_10,Rover1,2645.45,2651.45
209,visit_scan,Field_16,Rover2,2647.4,2655.05
212,visit_scan,Field_21,Rover2,2655.5,2659.25
215,visit_scan,Field_12,Rover2,2659.7,2736.1
211,visit_scan,Field_22,Rover1,2651.9,2741.15
216,visit_scan,Field_18,Rover2,2736.55,2742.25
218,visit_scan,Field_23,Rover2,2742.7,2746.7
217,visit_scan,Field_13,Rover1,2741.6,2750.65
219,visit_scan,Field_17,Rover2,2747.15,2753
221,visit_scan,Field_20,Rover2,2753.45,2761.15
