Numer zadania,Nazwa zadania,Numer pola,£azik,Czas wystawienia,Czas zrealizowania
296,explore_point,explore_point_2.0_0.0,Rover1,7719.650000019318,7899.400000019972
298,explore_point,explore_point_2.0_1.0,Rover0,7727.450000019347,7910.650000020013
299,explore_point,explore_point_2.0_1.5,Rover1,7905.0000000199925,7914.950000020029
297,explore_point,explore_point_2.0_0.5,Rover2,7726.150000019342,7916.050000020033
300,explore_point,explore_point_2.0_2.0,Rover0,7911.200000020015,7921.800000020054
301,explore_point,explore_point_2.0_2.5,Rover1,7915.500000020031,7924.300000020063
303,explore_point,explore_point_2.0_3.5,Rover0,7922.350000020056,7933.100000020095
302,explore_point,explore_point_2.0_3.0,Rover2,7916.600000020035,7935.650000020104
304,explore_point,explore_point_2.0_4.0,Rover1,7924.850000020065,7937.25000002011
305,explore_point,explore_point_2.0_4.5,Rover0,7933.650000020097,7942.6500000201295
306,explore_point,explore_point_2.0_5.0,Rover2,7936.200000020106,7951.600000020162
307,explore_point,explore_point_2.5_-5.0,Rover1,7937.800000020112,8138.950000020844
308,explore_point,explore_point_2.5_-4.5,Rover0,7943.2000000201315,8294.90000001954
309,explore_point,explore_point_2.5_-4.0,Rover2,7952.150000020164,8297.250000019505
310,explore_point,explore_point_2.5_-3.5,Rover1,8139.450000020845,8298.450000019488
311,explore_point,explore_point_2.5_-3.0,Rover0,8295.450000019531,8306.650000019368
312,explore_point,explore_point_2.5_-2.5,Rover2,8297.800000019497,8308.400000019343
313,explore_point,explore_point_2.5_-2.0,Rover1,8299.00000001948,8312.00000001929
314,explore_point,explore_point_2.5_-1.5,Rover0,8307.20000001936,8319.800000019177
315,explore_point,explore_point_2.5_-1.0,Rover2,8308.950000019335,8320.750000019163
316,explore_point,explore_point_2.5_-0.5,Rover1,8312.550000019282,8324.950000019102
317,explore_point,explore_point_2.5_0.0,Rover0,8320.700000019164,8332.150000018997
318,explore_point,explore_point_2.5_0.5,Rover2,8321.300000019155,8333.100000018983
319,explore_point,explore_point_2.5_1.0,Rover1,8325.500000019094,8337.900000018913
321,explore_point,explore_point_2.5_2.0,Rover2,8333.650000018975,8344.500000018817
320,explore_point,explore_point_2.5_1.5,Rover0,8333.050000018984,8345.400000018804
324,explore_point,explore_point_2.5_3.5,Rover0,8345.900000018797,8482.50000001681
322,explore_point,explore_point_2.5_2.5,Rover1,8338.450000018905,8484.200000016785
323,explore_point,explore_point_2.5_3.0,Rover2,8345.350000018805,8486.500000016751
325,explore_point,explore_point_2.5_4.0,Rover0,8483.050000016801,8488.450000016723
326,explore_point,explore_point_2.5_4.5,Rover1,8484.750000016777,8499.550000016561
327,explore_point,explore_point_2.5_5.0,Rover2,8487.050000016743,8501.850000016528
328,explore_point,explore_point_3.0_-5.0,Rover0,8489.000000016715,8725.05000001328
330,explore_point,explore_point_3.0_-4.0,Rover2,8502.40000001652,8728.000000013237
331,explore_point,explore_point_3.0_-3.5,Rover0,8725.600000013272,8734.950000013136
329,explore_point,explore_point_3.0_-4.5,Rover1,8500.100000016553,8736.400000013115
332,explore_point,explore_point_3.0_-3.0,Rover2,8728.550000013229,8736.800000013109
333,explore_point,explore_point_3.0_-2.5,Rover0,8735.500000013128,8744.90000001299
335,explore_point,explore_point_3.0_-1.5,Rover2,8737.300000013101,8748.45000001294
334,explore_point,explore_point_3.0_-2.0,Rover1,8737.300000013101,8754.450000012852
337,explore_point,explore_point_3.0_-0.5,Rover2,8749.000000012931,8764.450000012706
339,explore_point,explore_point_3.0_0.5,Rover2,8764.9000000127,8768.800000012643
340,explore_point,explore_point_3.0_1.0,Rover2,8769.250000012637,8938.75000001017
336,explore_point,explore_point_3.0_-1.0,Rover0,8745.450000012983,8939.200000010163
341,explore_point,explore_point_3.0_1.5,Rover2,8939.650000010157,8943.5000000101
343,explore_point,explore_point_3.0_2.5,Rover2,8944.050000010093,8951.900000009979
338,explore_point,explore_point_3.0_0.0,Rover1,8755.000000012844,8952.400000009971
344,explore_point,explore_point_3.0_3.0,Rover2,8952.800000009966,8957.2500000099
342,explore_point,explore_point_3.0_2.0,Rover0,8939.700000010156,8962.400000009826
346,explore_point,explore_point_3.0_4.0,Rover2,8957.800000009893,8966.550000009765
348,explore_point,explore_point_3.0_5.0,Rover2,8967.100000009757,8974.800000009645
345,explore_point,explore_point_3.0_3.5,Rover1,8952.900000009964,8979.000000009584
347,explore_point,explore_point_3.0_4.5,Rover0,8962.950000009818,8982.00000000954
351,explore_point,explore_point_3.5_-4.0,Rover0,8982.550000009533,9176.700000006707
352,explore_point,explore_point_3.5_-3.5,Rover0,9177.2500000067,9179.95000000666
349,explore_point,explore_point_3.5_-5.0,Rover2,8975.350000009637,9180.900000006646
350,explore_point,explore_point_3.5_-4.5,Rover1,8979.550000009576,9181.900000006632
353,explore_point,explore_point_3.5_-3.0,Rover0,9180.850000006647,9186.900000006559
356,explore_point,explore_point_3.5_-1.5,Rover0,9187.45000000655,9356.850000004086
357,explore_point,explore_point_3.5_-1.0,Rover0,9357.400000004078,9361.900000004012
355,explore_point,explore_point_3.5_-2.0,Rover1,9182.450000006624,9362.800000004
354,explore_point,explore_point_3.5_-2.5,Rover2,9181.800000006633,9365.300000003963
358,explore_point,explore_point_3.5_-0.5,Rover0,9362.800000004,9367.850000003926
361,explore_point,explore_point_3.5_1.0,Rover0,9368.400000003918,9380.250000003745
359,explore_point,explore_point_3.5_0.0,Rover1,9363.350000003991,9380.65000000374
362,explore_point,explore_point_3.5_1.5,Rover0,9381.150000003732,9385.800000003665
360,explore_point,explore_point_3.5_0.5,Rover2,9365.850000003955,9387.950000003633
364,explore_point,explore_point_3.5_2.5,Rover0,9386.350000003657,9394.500000003538
363,explore_point,explore_point_3.5_2.0,Rover1,9381.150000003732,9397.200000003499
366,explore_point,explore_point_3.5_3.5,Rover0,9395.05000000353,9403.150000003412
365,explore_point,explore_point_3.5_3.0,Rover2,9388.500000003625,9406.500000003363
368,explore_point,explore_point_3.5_4.5,Rover0,9403.650000003405,9553.250000001228
369,explore_point,explore_point_3.5_5.0,Rover2,9406.950000003357,9557.800000001162
367,explore_point,explore_point_3.5_4.0,Rover1,9397.75000000349,9559.200000001141
372,explore_point,explore_point_4.0_-4.0,Rover1,9559.750000001133,9743.799999998455
373,explore_point,explore_point_4.0_-3.5,Rover1,9744.349999998447,9747.049999998408
371,explore_point,explore_point_4.0_-4.5,Rover2,9558.350000001154,9751.549999998342
370,explore_point,explore_point_4.0_-5.0,Rover0,9553.80000000122,9752.499999998328
374,explore_point,explore_point_4.0_-3.0,Rover1,9747.5999999984,9753.999999998307
377,explore_point,explore_point_4.0_-1.5,Rover1,9754.549999998299,9765.049999998146
375,explore_point,explore_point_4.0_-2.5,Rover2,9752.449999998329,9767.349999998112
378,explore_point,explore_point_4.0_-1.0,Rover1,9765.599999998138,9770.749999998063
380,explore_point,explore_point_4.0_0.0,Rover1,9771.249999998056,9777.399999997966
381,explore_point,explore_point_4.0_0.5,Rover1,9777.899999997959,9896.449999996234
379,explore_point,explore_point_4.0_-0.5,Rover2,9767.899999998104,9903.399999996132
382,explore_point,explore_point_4.0_1.0,Rover1,9902.049999996152,9907.399999996074
376,explore_point,explore_point_4.0_-2.0,Rover0,9753.04999999832,9908.39999999606
384,explore_point,explore_point_4.0_2.0,Rover1,9908.299999996061,9915.699999995953
383,explore_point,explore_point_4.0_1.5,Rover2,9903.949999996124,9919.3999999959
386,explore_point,explore_point_4.0_3.0,Rover1,9916.249999995945,9924.999999995818
388,explore_point,explore_point_4.0_4.0,Rover1,9925.54999999581,9933.049999995701
387,explore_point,explore_point_4.0_3.5,Rover2,9919.949999995892,9934.749999995676
389,explore_point,explore_point_4.0_4.5,Rover1,9933.599999995693,9938.949999995615
385,explore_point,explore_point_4.0_2.5,Rover0,9908.949999996052,9942.549999995563
390,explore_point,explore_point_4.0_5.0,Rover2,9935.299999995668,9946.699999995502
392,explore_point,explore_point_4.5_-4.5,Rover0,9943.099999995555,10125.4999999929
391,explore_point,explore_point_4.5_-5.0,Rover1,9939.499999995607,10130.599999992826
394,explore_point,explore_point_4.5_-3.5,Rover0,10126.049999992892,10132.3999999928
393,explore_point,explore_point_4.5_-4.0,Rover2,9947.249999995494,10294.399999990443
396,explore_point,explore_point_4.5_-2.5,Rover0,10132.899999992793,10295.549999990426
395,explore_point,explore_point_4.5_-3.0,Rover1,10131.149999992818,10301.649999990337
398,explore_point,explore_point_4.5_-1.5,Rover0,10296.099999990418,10304.2499999903
397,explore_point,explore_point_4.5_-2.0,Rover2,10294.949999990435,10309.199999990227
400,explore_point,explore_point_4.5_-0.5,Rover0,10304.799999990291,10313.14999999017
399,explore_point,explore_point_4.5_-1.0,Rover1,10302.19999999033,10318.249999990096
