Numer zadania,Nazwa zadania,Numer pola,£azik,Czas wystawienia,Czas zrealizowania
55,visit_scan,Field_17,Rover1,722,728.9
57,visit_scan,Field_1,Rover2,725.75,780.5
56,visit_scan,Field_10,Rover0,724,781.4
60,visit_scan,Field_6,Rover1,729.35,783.15
88,restore_humidity,Field_6,Rover1,783.6,785.1
61,visit_scan,Field_0,Rover2,781.35,787.85
65,visit_scan,Field_5,Rover2,788.3,792.15
62,visit_scan,Field_2,Rover0,781.85,795.1
63,visit_scan,Field_4,Rover1,785.55,798.7
66,visit_scan,Field_8,Rover2,792.6,804
67,visit_scan,Field_9,Rover0,795.55,862.65
94,restore_humidity,Field_4,Rover2,804.45,865.2
69,visit_scan,Field_12,Rover1,799.15,866.55
96,restore_humidity,Field_9,Rover2,865.65,870.8
70,visit_scan,Field_3,Rover0,863.1,872.15
73,visit_scan,Field_7,Rover0,872.6,877.5
71,visit_scan,Field_11,Rover1,867,883.3
72,visit_scan,Field_15,Rover2,871.25,885.75
74,visit_scan,Field_16,Rover0,877.95,942.4
77,visit_scan,Field_19,Rover2,886.2,943.75
78,visit_scan,Field_14,Rover0,942.85,950.35
82,visit_scan,Field_20,Rover0,950.8,956
81,visit_scan,Field_23,Rover2,944.2,959.3
106,restore_humidity,Field_14,Rover0,956.45,963.2
75,visit_scan,Field_13,Rover1,883.75,963.6
83,visit_scan,Field_22,Rover2,959.75,965.7
86,visit_scan,Field_17,Rover2,966.15,1029.25
85,visit_scan,Field_21,Rover1,964.05,1037.4
84,visit_scan,Field_18,Rover0,964.05,1041.75
89,visit_scan,Field_10,Rover1,1037.85,1048.3
87,visit_scan,Field_1,Rover2,1029.7,1050.5
92,visit_scan,Field_5,Rover2,1050.95,1056.15
91,visit_scan,Field_0,Rover1,1048.75,1131
90,visit_scan,Field_6,Rover0,1042.2,1132.95
93,visit_scan,Field_2,Rover2,1056.6,1137.6
95,visit_scan,Field_8,Rover1,1131.45,1144.15
97,visit_scan,Field_4,Rover0,1133.4,1145.45
121,adjust_pH,Field_4,Rover0,1145.9,1147.4
98,visit_scan,Field_12,Rover2,1138.05,1148.7
99,visit_scan,Field_9,Rover1,1144.6,1151.5
122,restore_humidity,Field_8,Rover0,1147.85,1155.25
100,visit_scan,Field_3,Rover2,1149.15,1158.4
101,visit_scan,Field_7,Rover1,1151.95,1228.3
102,visit_scan,Field_11,Rover0,1155.7,1233
104,visit_scan,Field_16,Rover1,1228.75,1237.15
105,visit_scan,Field_19,Rover0,1233.45,1242.15
103,visit_scan,Field_15,Rover2,1158.85,1244.25
129,restore_humidity,Field_11,Rover1,1237.6,1246.2
107,visit_scan,Field_20,Rover2,1244.7,1249.85
130,restore_humidity,Field_16,Rover0,1242.6,1324.3
108,visit_scan,Field_23,Rover1,1246.65,1328.4
110,visit_scan,Field_14,Rover0,1324.75,1332.05
109,visit_scan,Field_13,Rover2,1250.3,1333
111,visit_scan,Field_22,Rover1,1328.85,1334.15
114,visit_scan,Field_18,Rover1,1334.6,1339.35
113,visit_scan,Field_21,Rover2,1333.45,1344.45
112,visit_scan,Field_17,Rover0,1332.5,1345.55
116,visit_scan,Field_1,Rover2,1344.9,1426.5
115,visit_scan,Field_10,Rover1,1339.8,1428.05
117,visit_scan,Field_5,Rover0,1346,1430.1
118,visit_scan,Field_0,Rover2,1426.95,1432.25
119,visit_scan,Field_6,Rover1,1428.5,1434.8
144,restore_humidity,Field_10,Rover0,1430.55,1436.5
120,visit_scan,Field_2,Rover2,1432.7,1442.25
123,visit_scan,Field_4,Rover1,1435.65,1516.1
125,visit_scan,Field_9,Rover2,1442.7,1517.4
124,visit_scan,Field_12,Rover0,1436.95,1520.45
126,visit_scan,Field_8,Rover1,1516.55,1523.05
127,visit_scan,Field_3,Rover2,1517.85,1524.2
128,visit_scan,Field_7,Rover0,1520.9,1527.55
133,visit_scan,Field_11,Rover0,1528,1532.9
131,visit_scan,Field_15,Rover1,1523.5,1538.75
134,visit_scan,Field_20,Rover0,1533.35,1610.8
135,visit_scan,Field_16,Rover1,1539.2,1613.8
132,visit_scan,Field_19,Rover2,1524.65,1618.3
158,restore_humidity,Field_20,Rover1,1614.25,1620.75
136,visit_scan,Field_23,Rover0,1611.25,1625
138,visit_scan,Field_14,Rover1,1621.2,1627.35
139,visit_scan,Field_22,Rover0,1625.45,1629.95
164,restore_humidity,Field_22,Rover0,1630.4,1631.95
140,visit_scan,Field_18,Rover0,1632.4,1637.3
137,visit_scan,Field_13,Rover2,1618.75,1707.2
141,visit_scan,Field_17,Rover0,1637.75,1710.4
163,restore_humidity,Field_23,Rover1,1627.8,1715.55
142,visit_scan,Field_21,Rover2,1707.65,1719.9
168,restore_humidity,Field_17,Rover1,1716,1722.5
143,visit_scan,Field_1,Rover0,1710.85,1727.55
147,visit_scan,Field_6,Rover0,1728,1731.55
145,visit_scan,Field_5,Rover2,1720.35,1735.5
148,visit_scan,Field_10,Rover0,1732,1804.45
149,visit_scan,Field_2,Rover2,1735.95,1808.15
146,visit_scan,Field_0,Rover1,1722.95,1809.1
176,restore_humidity,Field_0,Rover1,1809.55,1811.05
151,visit_scan,Field_9,Rover2,1808.6,1818.9
150,visit_scan,Field_4,Rover0,1804.9,1824
153,visit_scan,Field_3,Rover2,1819.35,1825.05
152,visit_scan,Field_12,Rover1,1811.5,1826.3
155,visit_scan,Field_7,Rover2,1825.5,1897.6
154,visit_scan,Field_8,Rover0,1824.45,1901.1
156,visit_scan,Field_11,Rover1,1826.75,1903.2
182,restore_humidity,Field_12,Rover2,1898.05,1905.35
183,restore_humidity,Field_7,Rover0,1901.55,1908.6
157,visit_scan,Field_15,Rover1,1903.65,1910.25
159,visit_scan,Field_16,Rover2,1905.8,1913.1
161,visit_scan,Field_20,Rover1,1910.7,1915.5
188,restore_humidity,Field_15,Rover2,1913.55,1919
162,visit_scan,Field_14,Rover1,1915.95,1922.45
165,visit_scan,Field_22,Rover2,1919.45,1927.85
160,visit_scan,Field_19,Rover0,1909.05,1994.9
167,visit_scan,Field_13,Rover2,1928.3,1996.7
166,visit_scan,Field_18,Rover1,1922.9,2002.15
171,visit_scan,Field_17,Rover1,2002.6,2006
170,visit_scan,Field_21,Rover2,1997.15,2008.1
169,visit_scan,Field_23,Rover0,1995.35,2011.85
172,visit_scan,Field_1,Rover1,2006.45,2087.8
200,restore_humidity,Field_1,Rover1,2088.25,2089.75
173,visit_scan,Field_6,Rover2,2008.55,2092
177,visit_scan,Field_2,Rover2,2092.45,2097.5
175,visit_scan,Field_10,Rover1,2090.2,2099.65
174,visit_scan,Field_5,Rover0,2012.3,2102.6
178,visit_scan,Field_0,Rover2,2097.95,2106.7
205,restore_humidity,Field_5,Rover2,2107.15,2111.35
203,restore_humidity,Field_2,Rover1,2100.1,2113.5
181,visit_scan,Field_4,Rover1,2113.95,2184.65
180,visit_scan,Field_3,Rover2,2111.8,2188.25
179,visit_scan,Field_9,Rover0,2103.05,2189.45
184,visit_scan,Field_8,Rover1,2185.1,2191.75
210,restore_humidity,Field_3,Rover1,2192.2,2196.45
186,visit_scan,Field_12,Rover0,2189.9,2197.35
185,visit_scan,Field_11,Rover2,2188.7,2201.95
187,visit_scan,Field_7,Rover1,2197.3,2203.4
189,visit_scan,Field_16,Rover0,2197.8,2204.75
190,visit_scan,Field_20,Rover2,2202.4,2211
192,visit_scan,Field_14,Rover0,2205.2,2279.8
191,visit_scan,Field_15,Rover1,2203.85,2282.3
193,visit_scan,Field_22,Rover2,2211.45,2285.15
195,visit_scan,Field_19,Rover1,2282.75,2288.6
196,visit_scan,Field_18,Rover2,2285.6,2291.3
194,visit_scan,Field_13,Rover0,2280.25,2297.8
197,visit_scan,Field_17,Rover1,2289.05,2301.55
223,restore_humidity,Field_18,Rover0,2298.25,2303.4
222,restore_humidity,Field_19,Rover2,2291.75,2375.5
224,restore_humidity,Field_13,Rover1,2302,2378.25
198,visit_scan,Field_21,Rover0,2303.85,2383.45
201,visit_scan,Field_1,Rover1,2378.7,2391.7
199,visit_scan,Field_23,Rover2,2375.95,2392.85
202,visit_scan,Field_6,Rover0,2383.9,2396.65
204,visit_scan,Field_10,Rover1,2392.15,2468.4
207,visit_scan,Field_5,Rover0,2397.1,2471.2
208,visit_scan,Field_2,Rover1,2468.85,2479.05
206,visit_scan,Field_0,Rover2,2393.3,2483.2
209,visit_scan,Field_4,Rover0,2471.65,2486.55
211,visit_scan,Field_9,Rover1,2479.5,2489.4
213,visit_scan,Field_3,Rover0,2487,2491.35
237,restore_humidity,Field_4,Rover1,2489.85,2495.15
238,restore_humidity,Field_9,Rover0,2491.8,2565.15
212,visit_scan,Field_8,Rover2,2483.65,2565.55
214,visit_scan,Field_12,Rover1,2495.6,2569.6
216,visit_scan,Field_7,Rover2,2566,2570.5
241,restore_humidity,Field_8,Rover1,2570.05,2575.2
215,visit_scan,Field_11,Rover0,2566,2582.35
217,visit_scan,Field_16,Rover2,2570.95,2585.15
219,visit_scan,Field_14,Rover0,2582.8,2588.8
220,visit_scan,Field_15,Rover2,2585.6,2590.1
218,visit_scan,Field_20,Rover1,2575.65,2656.15
225,visit_scan,Field_17,Rover2,2590.55,2661.3
248,restore_humidity,Field_14,Rover1,2656.6,2663.55
226,visit_scan,Field_18,Rover2,2661.75,2667.05
227,visit_scan,Field_19,Rover1,2664,2668.2
221,visit_scan,Field_22,Rover0,2589.25,2669.85
228,visit_scan,Field_13,Rover2,2667.5,2672.8
229,visit_scan,Field_21,Rover1,2668.65,2677.15
231,visit_scan,Field_23,Rover2,2673.25,2680.75
